Date,Open,High,Low,Close,Volume,timestamp
2023-04-05 00:00:00,1.09572,1.0966,1.0955,1.09637,467,1680652800000
2023-04-05 00:03:00,1.09639,1.0964,1.096,1.09631,304,1680652980000
2023-04-05 00:06:00,1.09632,1.0969,1.0961,1.0964,322,1680653160000
2023-04-05 00:09:00,1.09687,1.09694,1.0962,1.09649,296,1680653340000
2023-04-05 00:12:00,1.0965,1.09651,1.0961,1.09645,231,1680653520000
2023-04-05 00:15:00,1.09646,1.09662,1.09628,1.09646,231,1680653700000
2023-04-05 00:18:00,1.09643,1.09657,1.0962,1.09655,205,1680653880000
2023-04-05 00:21:00,1.09654,1.0966,1.0963,1.09653,196,1680654060000
2023-04-05 00:24:00,1.09649,1.09698,1.0963,1.09689,236,1680654240000
2023-04-05 00:27:00,1.0969,1.09691,1.0964,1.09665,219,1680654420000
2023-04-05 00:30:00,1.09666,1.09672,1.0965,1.09667,219,1680654600000
2023-04-05 00:33:00,1.0967,1.09671,1.0963,1.0965,170,1680654780000
2023-04-05 00:36:00,1.09652,1.09652,1.096,1.0963,203,1680654960000
2023-04-05 00:39:00,1.0962,1.0964,1.0961,1.09629,200,1680655140000
2023-04-05 00:42:00,1.09628,1.09644,1.0961,1.09627,167,1680655320000
2023-04-05 00:45:00,1.0961,1.09634,1.096,1.09615,251,1680655500000
2023-04-05 00:48:00,1.09618,1.09621,1.0959,1.0959,248,1680655680000
2023-04-05 00:51:00,1.09606,1.0963,1.0958,1.09616,286,1680655860000
2023-04-05 00:54:00,1.09614,1.09621,1.0958,1.09609,394,1680656040000
2023-04-05 00:57:00,1.09609,1.0962,1.0958,1.09604,245,1680656220000
2023-04-05 01:00:00,1.09604,1.0962,1.0958,1.09611,328,1680656400000
2023-04-05 01:03:00,1.09608,1.09634,1.0959,1.09623,262,1680656580000
2023-04-05 01:06:00,1.09621,1.09634,1.096,1.09632,221,1680656760000
2023-04-05 01:09:00,1.0963,1.0964,1.0959,1.09613,231,1680656940000
2023-04-05 01:12:00,1.09611,1.09625,1.0959,1.09619,238,1680657120000
