Date,Open,High,Low,Close,Volume,timestamp
2022-05-29 19:09:00,1.07244,1.07244,1.07244,1.07244,1,1653851340000
2022-05-29 19:36:00,1.07145,1.07145,1.07145,1.07145,1,1653852960000
2022-05-29 19:57:00,1.07368,1.07368,1.07368,1.07368,1,1653854220000
2022-05-29 20:00:00,1.07356,1.07361,1.07345,1.07352,11,1653854400000
2022-05-29 20:03:00,1.07356,1.07356,1.07356,1.07356,2,1653854580000
2022-05-29 20:12:00,1.07327,1.07353,1.07327,1.07345,10,1653855120000
2022-05-29 20:15:00,1.07345,1.07352,1.07345,1.07352,3,1653855300000
2022-05-29 20:18:00,1.07357,1.07357,1.07352,1.07352,3,1653855480000
2022-05-29 20:21:00,1.07361,1.07361,1.07354,1.07354,3,1653855660000
2022-05-29 20:24:00,1.07358,1.07361,1.07352,1.07354,5,1653855840000
2022-05-29 20:30:00,1.07352,1.07361,1.07349,1.07361,3,1653856200000
2022-05-29 20:33:00,1.07352,1.07352,1.07352,1.07352,1,1653856380000
2022-05-29 20:36:00,1.07361,1.07361,1.07361,1.07361,1,1653856560000
2022-05-29 20:39:00,1.0735,1.0735,1.07342,1.07347,3,1653856740000
2022-05-29 20:42:00,1.07345,1.07355,1.07345,1.07345,3,1653856920000
2022-05-29 20:48:00,1.07345,1.07355,1.07345,1.07355,2,1653857280000
2022-05-29 20:51:00,1.07342,1.07342,1.07342,1.07342,1,1653857460000
2022-05-29 20:57:00,1.07344,1.07355,1.07344,1.07355,3,1653857820000
2022-05-29 21:00:00,1.07355,1.07355,1.07333,1.0735,6,1653858000000
2022-05-29 21:03:00,1.07332,1.0735,1.07332,1.07341,27,1653858180000
2022-05-29 21:06:00,1.07338,1.07346,1.07322,1.07333,40,1653858360000
2022-05-29 21:09:00,1.07323,1.07325,1.07267,1.07291,11,1653858540000
2022-05-29 21:12:00,1.07272,1.07291,1.07272,1.07272,3,1653858720000
2022-05-29 21:15:00,1.07298,1.07305,1.07272,1.07305,10,1653858900000
2022-05-29 21:18:00,1.07282,1.07309,1.07282,1.07307,10,1653859080000
2022-05-29 21:21:00,1.07308,1.07308,1.07308,1.07308,1,1653859260000
2022-05-29 21:24:00,1.0731,1.07318,1.07287,1.07287,6,1653859440000
2022-05-29 21:27:00,1.0731,1.07315,1.07287,1.07315,9,1653859620000
2022-05-29 21:30:00,1.07297,1.07315,1.07296,1.07301,7,1653859800000
2022-05-29 21:33:00,1.07318,1.07325,1.07315,1.07325,6,1653859980000
2022-05-29 21:36:00,1.07315,1.07324,1.07315,1.07315,14,1653860160000
2022-05-29 21:39:00,1.07315,1.07336,1.07315,1.0732,8,1653860340000
2022-05-29 21:42:00,1.07319,1.07329,1.07315,1.07329,9,1653860520000
2022-05-29 21:45:00,1.0733,1.07332,1.07317,1.07325,96,1653860700000
2022-05-29 21:48:00,1.07323,1.07331,1.07322,1.07326,131,1653860880000
2022-05-29 21:51:00,1.07324,1.07331,1.07319,1.0732,151,1653861060000
2022-05-29 21:54:00,1.07327,1.07331,1.0732,1.07325,77,1653861240000
2022-05-29 21:57:00,1.07327,1.07334,1.0732,1.07326,125,1653861420000
2022-05-29 22:00:00,1.07325,1.07359,1.07323,1.0735,131,1653861600000
2022-05-29 22:03:00,1.07352,1.07353,1.07343,1.07347,44,1653861780000
2022-05-29 22:06:00,1.07346,1.07346,1.07331,1.07337,75,1653861960000
2022-05-29 22:09:00,1.07338,1.0734,1.07315,1.07325,58,1653862140000
2022-05-29 22:12:00,1.07326,1.07337,1.07318,1.07326,89,1653862320000
2022-05-29 22:15:00,1.07326,1.07352,1.07314,1.07347,103,1653862500000
2022-05-29 22:18:00,1.07348,1.07356,1.0734,1.07342,122,1653862680000
2022-05-29 22:21:00,1.07343,1.07349,1.07337,1.07342,57,1653862860000
2022-05-29 22:24:00,1.07341,1.07349,1.07334,1.07334,44,1653863040000
2022-05-29 22:27:00,1.07333,1.07343,1.07333,1.07341,32,1653863220000
2022-05-29 22:30:00,1.07343,1.07343,1.07312,1.07317,60,1653863400000
2022-05-29 22:33:00,1.07318,1.07323,1.07301,1.07308,83,1653863580000
2022-05-29 22:36:00,1.07307,1.07318,1.07302,1.07317,40,1653863760000
2022-05-29 22:39:00,1.07317,1.07318,1.07302,1.07312,72,1653863940000
2022-05-29 22:42:00,1.07311,1.07315,1.07307,1.07315,75,1653864120000
2022-05-29 22:45:00,1.07311,1.07315,1.07291,1.07291,36,1653864300000
2022-05-29 22:48:00,1.07292,1.073,1.07284,1.07291,62,1653864480000
2022-05-29 22:51:00,1.07292,1.07304,1.07283,1.07301,85,1653864660000
2022-05-29 22:54:00,1.073,1.07303,1.07296,1.073,54,1653864840000
2022-05-29 22:57:00,1.07297,1.07301,1.07291,1.073,83,1653865020000
2022-05-29 23:00:00,1.07302,1.07303,1.07291,1.07298,83,1653865200000
2022-05-29 23:03:00,1.07295,1.07309,1.07295,1.07308,70,1653865380000
2022-05-29 23:06:00,1.07308,1.0731,1.07291,1.07291,58,1653865560000
2022-05-29 23:09:00,1.07291,1.07291,1.07268,1.07276,99,1653865740000
2022-05-29 23:12:00,1.07273,1.07278,1.07263,1.07268,75,1653865920000
2022-05-29 23:15:00,1.07268,1.07271,1.07261,1.07262,88,1653866100000
2022-05-29 23:18:00,1.07262,1.07269,1.0726,1.07262,57,1653866280000
2022-05-29 23:21:00,1.07263,1.0727,1.07259,1.07266,56,1653866460000
2022-05-29 23:24:00,1.07262,1.07273,1.0726,1.07267,46,1653866640000
2022-05-29 23:27:00,1.07267,1.07268,1.07263,1.07264,52,1653866820000
2022-05-29 23:30:00,1.07263,1.07274,1.07261,1.07269,50,1653867000000
2022-05-29 23:33:00,1.07268,1.0728,1.0724,1.0724,62,1653867180000
2022-05-29 23:36:00,1.0726,1.0728,1.0724,1.0725,97,1653867360000
2022-05-29 23:39:00,1.07273,1.07292,1.0725,1.0728,103,1653867540000
2022-05-29 23:42:00,1.0727,1.07291,1.0726,1.0727,112,1653867720000
2022-05-29 23:45:00,1.07282,1.0729,1.0726,1.07281,104,1653867900000
2022-05-29 23:48:00,1.07282,1.07295,1.0726,1.07281,112,1653868080000
2022-05-29 23:51:00,1.07285,1.0729,1.0726,1.0729,73,1653868260000
2022-05-29 23:54:00,1.0728,1.0732,1.0726,1.0731,95,1653868440000
2022-05-29 23:57:00,1.07311,1.07313,1.0728,1.07289,108,1653868620000
2022-05-30 00:00:00,1.07291,1.0731,1.0728,1.07302,113,1653868800000
2022-05-30 00:03:00,1.07301,1.07331,1.0729,1.0731,158,1653868980000
2022-05-30 00:06:00,1.0732,1.0732,1.0729,1.07301,142,1653869160000
2022-05-30 00:09:00,1.073,1.0732,1.0729,1.07316,143,1653869340000
2022-05-30 00:12:00,1.07315,1.07322,1.0729,1.07301,210,1653869520000
2022-05-30 00:15:00,1.07309,1.07325,1.073,1.0731,234,1653869700000
2022-05-30 00:18:00,1.07306,1.0732,1.0727,1.07283,207,1653869880000
2022-05-30 00:21:00,1.07285,1.07344,1.0728,1.0732,227,1653870060000
2022-05-30 00:24:00,1.0734,1.07344,1.0731,1.07328,191,1653870240000
2022-05-30 00:27:00,1.0732,1.07341,1.0731,1.07319,234,1653870420000
2022-05-30 00:30:00,1.07322,1.07343,1.0729,1.07339,209,1653870600000
