Date,Open,High,Low,Close,Volume,timestamp
2022-05-16 00:00:00,1.03984,1.04051,1.03984,1.04051,260,1652659200000
2022-05-16 00:03:00,1.04047,1.04053,1.0401,1.04013,285,1652659380000
2022-05-16 00:06:00,1.04014,1.0402,1.0396,1.03992,175,1652659560000
2022-05-16 00:09:00,1.03992,1.04016,1.0398,1.0401,133,1652659740000
2022-05-16 00:12:00,1.04005,1.04025,1.0399,1.04008,232,1652659920000
2022-05-16 00:15:00,1.04004,1.0402,1.0398,1.0399,268,1652660100000
2022-05-16 00:18:00,1.04006,1.04006,1.0396,1.0398,252,1652660280000
2022-05-16 00:21:00,1.03982,1.04022,1.0397,1.04008,341,1652660460000
2022-05-16 00:24:00,1.04007,1.0405,1.0399,1.0403,321,1652660640000
2022-05-16 00:27:00,1.04046,1.0405,1.0401,1.0402,260,1652660820000
2022-05-16 00:30:00,1.0403,1.04051,1.0401,1.04036,336,1652661000000
2022-05-16 00:33:00,1.04045,1.0406,1.0402,1.04044,366,1652661180000
2022-05-16 00:36:00,1.04041,1.0405,1.0402,1.04044,336,1652661360000
2022-05-16 00:39:00,1.04048,1.0405,1.0402,1.04036,195,1652661540000
2022-05-16 00:42:00,1.04035,1.04043,1.04008,1.04029,262,1652661720000
2022-05-16 00:45:00,1.04026,1.04066,1.0401,1.04063,365,1652661900000
2022-05-16 00:48:00,1.04064,1.0407,1.0404,1.04067,228,1652662080000
2022-05-16 00:51:00,1.04067,1.04084,1.0405,1.04076,327,1652662260000
2022-05-16 00:54:00,1.04072,1.0411,1.0405,1.04091,373,1652662440000
2022-05-16 00:57:00,1.04095,1.04106,1.0407,1.04101,288,1652662620000
2022-05-16 01:00:00,1.04102,1.0411,1.0408,1.04101,297,1652662800000
2022-05-16 01:03:00,1.04101,1.04123,1.0408,1.04116,360,1652662980000
2022-05-16 01:06:00,1.04116,1.04164,1.041,1.04155,342,1652663160000
2022-05-16 01:09:00,1.04159,1.04171,1.0411,1.04136,417,1652663340000
2022-05-16 01:12:00,1.04137,1.0414,1.0411,1.04124,269,1652663520000
2022-05-16 01:15:00,1.04124,1.04156,1.0411,1.04121,346,1652663700000
2022-05-16 01:18:00,1.0412,1.0413,1.04049,1.04071,344,1652663880000
2022-05-16 01:21:00,1.04076,1.04102,1.04059,1.0408,387,1652664060000
2022-05-16 01:24:00,1.04091,1.04122,1.04054,1.04111,307,1652664240000
2022-05-16 01:27:00,1.0411,1.04122,1.0408,1.04118,347,1652664420000
2022-05-16 01:30:00,1.04116,1.0412,1.0407,1.04096,447,1652664600000
2022-05-16 01:33:00,1.04094,1.0413,1.0408,1.04105,361,1652664780000
2022-05-16 01:36:00,1.041,1.04106,1.0404,1.04048,512,1652664960000
2022-05-16 01:39:00,1.04049,1.04082,1.04038,1.0405,375,1652665140000
2022-05-16 01:42:00,1.04063,1.04063,1.0401,1.04031,433,1652665320000
2022-05-16 01:45:00,1.04035,1.04056,1.0401,1.04036,348,1652665500000
2022-05-16 01:48:00,1.04037,1.0404,1.0399,1.04009,463,1652665680000
