Date,Open,High,Low,Close,Volume,timestamp
2023-01-31 00:00:00,1.08501,1.08507,1.0848,1.08496,230,1675123200000
2023-01-31 00:03:00,1.08497,1.08501,1.0847,1.08497,219,1675123380000
2023-01-31 00:06:00,1.08495,1.08505,1.0848,1.08498,206,1675123560000
2023-01-31 00:09:00,1.08497,1.08526,1.0848,1.08526,250,1675123740000
2023-01-31 00:12:00,1.08525,1.08532,1.085,1.08526,206,1675123920000
2023-01-31 00:15:00,1.08528,1.0853,1.0849,1.08515,229,1675124100000
2023-01-31 00:18:00,1.085,1.0853,1.085,1.08518,177,1675124280000
2023-01-31 00:21:00,1.0852,1.08533,1.085,1.0852,177,1675124460000
2023-01-31 00:24:00,1.08523,1.0853,1.085,1.0851,198,1675124640000
2023-01-31 00:27:00,1.08525,1.0854,1.085,1.08524,171,1675124820000
2023-01-31 00:30:00,1.08523,1.08544,1.0849,1.08543,472,1675125000000
2023-01-31 00:33:00,1.0854,1.08553,1.0852,1.08539,304,1675125180000
2023-01-31 00:36:00,1.08544,1.08564,1.0852,1.08563,238,1675125360000
2023-01-31 00:39:00,1.08554,1.0858,1.0853,1.08561,249,1675125540000
2023-01-31 00:42:00,1.08554,1.0858,1.0853,1.08548,215,1675125720000
2023-01-31 00:45:00,1.08544,1.08554,1.0853,1.08543,183,1675125900000
2023-01-31 00:48:00,1.08542,1.0855,1.0852,1.08538,241,1675126080000
2023-01-31 00:51:00,1.0854,1.08543,1.0852,1.08539,250,1675126260000
2023-01-31 00:54:00,1.08535,1.08547,1.085,1.08538,441,1675126440000
2023-01-31 00:57:00,1.0854,1.0855,1.0852,1.08537,205,1675126620000
2023-01-31 01:00:00,1.08537,1.0855,1.0851,1.08525,350,1675126800000
2023-01-31 01:03:00,1.08528,1.0854,1.0851,1.08528,220,1675126980000
2023-01-31 01:06:00,1.08525,1.0854,1.0851,1.08538,216,1675127160000
2023-01-31 01:09:00,1.08537,1.08552,1.0852,1.08542,238,1675127340000
2023-01-31 01:12:00,1.0855,1.0855,1.0851,1.08529,230,1675127520000
2023-01-31 01:15:00,1.0853,1.08547,1.0851,1.08541,303,1675127700000
2023-01-31 01:18:00,1.0854,1.08552,1.0852,1.08522,231,1675127880000
2023-01-31 01:21:00,1.08523,1.0854,1.0851,1.0852,248,1675128060000
2023-01-31 01:24:00,1.08534,1.0854,1.085,1.08531,253,1675128240000
2023-01-31 01:27:00,1.08531,1.0854,1.0851,1.08528,244,1675128420000
2023-01-31 01:30:00,1.08529,1.0854,1.085,1.08528,380,1675128600000
2023-01-31 01:33:00,1.08527,1.08535,1.0849,1.08512,286,1675128780000
2023-01-31 01:36:00,1.08515,1.0857,1.085,1.08553,381,1675128960000
2023-01-31 01:39:00,1.08556,1.0859,1.0855,1.08581,357,1675129140000
2023-01-31 01:42:00,1.0858,1.0859,1.0855,1.08569,344,1675129320000
2023-01-31 01:45:00,1.08568,1.08591,1.0855,1.0859,307,1675129500000
2023-01-31 01:48:00,1.08589,1.08603,1.0857,1.08587,296,1675129680000
2023-01-31 01:51:00,1.0859,1.086,1.0857,1.08588,352,1675129860000
2023-01-31 01:54:00,1.08589,1.086,1.0856,1.08574,258,1675130040000
2023-01-31 01:57:00,1.08573,1.0858,1.0855,1.08577,275,1675130220000
2023-01-31 02:00:00,1.08575,1.08584,1.0855,1.08577,273,1675130400000
2023-01-31 02:03:00,1.0858,1.08594,1.0856,1.08582,260,1675130580000
2023-01-31 02:06:00,1.08587,1.08592,1.0856,1.0858,216,1675130760000
2023-01-31 02:09:00,1.08581,1.0859,1.0856,1.0856,324,1675130940000
2023-01-31 02:12:00,1.08585,1.0859,1.0856,1.08579,236,1675131120000
2023-01-31 02:15:00,1.0858,1.0858,1.0855,1.08571,270,1675131300000
2023-01-31 02:18:00,1.0858,1.0858,1.0855,1.08576,300,1675131480000
2023-01-31 02:21:00,1.08577,1.08583,1.0855,1.0857,276,1675131660000
2023-01-31 02:24:00,1.0857,1.0859,1.0855,1.08579,189,1675131840000
2023-01-31 02:27:00,1.0856,1.0858,1.0852,1.0854,216,1675132020000
2023-01-31 02:30:00,1.08541,1.0855,1.0851,1.08537,241,1675132200000
2023-01-31 02:33:00,1.08536,1.0854,1.085,1.0851,273,1675132380000
2023-01-31 02:36:00,1.0853,1.08531,1.0849,1.08514,330,1675132560000
2023-01-31 02:39:00,1.08515,1.0852,1.0849,1.08518,265,1675132740000
2023-01-31 02:42:00,1.08515,1.0853,1.085,1.085,303,1675132920000
2023-01-31 02:45:00,1.08524,1.0854,1.085,1.08524,302,1675133100000
2023-01-31 02:48:00,1.08525,1.0853,1.0849,1.08511,272,1675133280000
2023-01-31 02:51:00,1.08508,1.0852,1.0849,1.08513,199,1675133460000
2023-01-31 02:54:00,1.08511,1.08528,1.085,1.08523,265,1675133640000
2023-01-31 02:57:00,1.08526,1.0853,1.085,1.0851,294,1675133820000
2023-01-31 03:00:00,1.08519,1.08524,1.085,1.08518,214,1675134000000
2023-01-31 03:03:00,1.0851,1.0854,1.085,1.08523,183,1675134180000
2023-01-31 03:06:00,1.08526,1.0853,1.0849,1.08509,180,1675134360000
2023-01-31 03:09:00,1.0851,1.0852,1.0849,1.0851,268,1675134540000
2023-01-31 03:12:00,1.08511,1.08511,1.0847,1.08493,217,1675134720000
2023-01-31 03:15:00,1.08491,1.085,1.0847,1.0849,253,1675134900000
2023-01-31 03:18:00,1.08486,1.085,1.0847,1.08493,234,1675135080000
2023-01-31 03:21:00,1.0847,1.08511,1.0847,1.08507,226,1675135260000
2023-01-31 03:24:00,1.08506,1.0851,1.0847,1.0848,237,1675135440000
2023-01-31 03:27:00,1.08481,1.08493,1.0846,1.08479,251,1675135620000
2023-01-31 03:30:00,1.0848,1.08495,1.0846,1.0848,197,1675135800000
2023-01-31 03:33:00,1.0849,1.08503,1.0847,1.0849,248,1675135980000
2023-01-31 03:36:00,1.0849,1.08494,1.0846,1.08476,225,1675136160000
2023-01-31 03:39:00,1.08473,1.0848,1.0844,1.08461,220,1675136340000
